250378400;(X: 499 | Y: 499);[t, a, w, t, r, w, t, e, e, i, w]
252379000;(X: 499 | Y: 499);[t, a, w, t, r, w, t, e, e, i, w]
253378700;(X: 499 | Y: 499);[t, a, w, t, r, w, t, e, e, i, w]
256379200;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
258380800;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
259380300;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
259380300;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
260380500;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
260380500;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
261380800;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
261380800;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
262381000;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
262381000;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
263381100;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
264381200;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
264381200;(X: 499 | Y: 499);[a, w, t, r, w, t, e, e, i]
265381400;(X: 499 | Y: 499);[w, t, r, w, t, e, e]
